industry,year,gross_output_cp,va_cp,energy_cp,material_cp,number_employed,lab_quality,capital_stock_cp
22,2005,"4,10,923","3,12,009",5939,13218," 3,233 ",111.25," 3,83,444 "
23,2005,"4,83,850","2,95,058",7633,35801," 4,453 ",111.64," 9,63,878 "
24,2005,"4,24,903","3,08,660",1330,13419," 8,794 ",116.56," 16,04,598 "
25,2005,"1,61,094","1,40,836",469,5112," 11,774 ",113.79," 1,65,961 "
26,2005,"98,249","61,662",847,23454," 3,822 ",122.69," 95,933 "
27,2005,"6,49,626","5,52,276",891,34895," 17,876 ",124.40," 43,79,939 "
1,2006,"16,34,067","12,43,794",19601,282649," 2,49,398 ",107.71," 23,46,576 "
2,2006,"3,93,107","2,57,982",15691,38538," 2,620 ",134.86," 2,42,550 "
3,2006,"6,93,148","1,43,514",12168,403703," 10,547 ",120.77," 5,13,710 "
4,2006,"3,82,410","1,13,535",17325,180649," 14,913 ",120.26," 4,79,677 "
5,2006,"45,116","16,840",586,19382," 4,826 ",101.48," 48,895 "
6,2006,"81,605","26,797",3352,32192," 1,625 ",130.58," 3,02,061 "
7,2006,"5,69,677","79,960",12391,769294, 120 ,136.82," 1,57,437 "
8,2006,"5,29,167","1,64,256",22791,160459," 2,048 ",132.02," 3,47,221 "
9,2006,"75,079","19,005",2889,57582, 891 ,124.83," 1,16,714 "
10,2006,"1,75,063","65,605",26973,43159," 4,561 ",120.03," 2,59,266 "
11,2006,"6,65,284","1,78,548",98889,265824," 3,947 ",124.29," 5,18,599 "
12,2006,"1,73,656","63,398",3277,93347," 1,499 ",154.96," 1,70,626 "
13,2006,"1,58,618","44,843",4892,86009," 1,425 ",114.90," 1,71,830 "
14,2006,"2,59,679","75,327",9950,112427," 1,221 ",133.79," 1,64,920 "
15,2006,"1,07,405","22,884",1103,55590," 5,010 ",118.31," 1,45,436 "
16,2006,"3,65,682","1,33,351",74814,77163," 1,372 ",123.40," 14,28,388 "
17,2006,"14,48,285","5,14,181",28259,610538," 30,412 ",111.13," 5,80,708 "
18,2006,"7,07,482","5,84,720",11501,17675," 44,402 ",119.64," 3,06,017 "
19,2006,"2,84,836","68,994",5192,141703," 6,546 ",114.20," 79,664 "
20,2006,"6,58,340","2,77,776",145500,98493," 17,209 ",118.57," 10,18,203 "
21,2006,"2,45,415","88,278",21948,101135," 1,917 ",117.52," 2,32,021 "
22,2006,"4,56,012","3,51,907",6947,15867," 3,412 ",111.99," 4,13,185 "
23,2006,"5,20,624","3,21,847",8784,35318," 4,870 ",112.25," 11,03,807 "
24,2006,"4,39,565","3,15,270",1449,14635," 8,709 ",117.72," 17,32,941 "
25,2006,"1,52,739","1,33,522",456,5165," 12,148 ",114.31," 1,91,776 "
26,2006,"1,16,054","72,203",812,24751," 3,948 ",123.59," 1,12,380 "
27,2006,"6,71,809","5,72,344",1008,35764," 18,355 ",125.35," 46,17,237 "
1,2007,"17,11,135","13,12,283",20138,285266," 2,44,302 ",108.13," 24,59,370 "
2,2007,"4,27,204","2,69,872",20347,45141," 2,611 ",139.17," 2,81,865 "
3,2007,"7,32,690","1,48,150",11854,381529," 10,699 ",121.83," 5,66,729 "
4,2007,"3,69,389","1,10,206",15624,165042," 14,665 ",120.87," 5,55,360 "
5,2007,"39,696","15,064",519,18944," 4,616 ",101.77," 53,204 "
6,2007,"95,817","31,405",3338,34673," 1,609 ",130.96," 3,18,281 "
7,2007,"7,45,901","1,02,857",13850,887080, 125 ,137.00," 1,62,310 "
8,2007,"5,71,297","1,77,245",23335,172789," 2,031 ",134.62," 3,80,076 "
9,2007,"94,004","25,204",2962,70280, 939 ,125.39," 1,30,431 "
10,2007,"1,70,973","63,686",34523,51263," 4,626 ",120.84," 2,92,199 "
11,2007,"7,27,074","1,95,216",114707,319469," 4,054 ",124.95," 6,02,499 "
12,2007,"1,88,158","68,121",2842,106054," 1,566 ",155.60," 1,98,208 "
13,2007,"1,70,335","47,955",5747,95841," 1,586 ",116.80," 1,92,741 "
14,2007,"2,69,094","77,928",10517,109658," 1,284 ",136.07," 2,04,089 "
15,2007,"98,332","21,247",1111,51682," 5,206 ",118.55," 1,62,811 "
16,2007,"3,72,684","1,44,508",77148,75866," 1,414 ",124.28," 15,25,914 "
17,2007,"16,30,744","5,74,451",28952,702060," 33,308 ",111.33," 7,00,849 "
18,2007,"7,47,955","6,18,540",12766,20156," 44,981 ",120.31," 3,45,308 "
19,2007,"3,14,676","75,922",5114,159826," 6,810 ",115.51," 92,257 "
20,2007,"7,11,787","3,03,152",154737,101505," 17,634 ",119.35," 11,04,888 "
21,2007,"2,66,310","95,411",25316,119009," 1,882 ",119.59," 2,46,960 "
22,2007,"4,92,628","3,86,282",7776,17665," 3,601 ",112.73," 4,53,532 "
23,2007,"5,70,414","3,57,409",10284,34124," 5,327 ",112.87," 12,55,313 "
24,2007,"4,82,476","3,39,457",1777,17094," 8,625 ",118.89," 18,81,499 "
25,2007,"1,68,008","1,46,860",483,5371," 12,533 ",114.83," 2,22,779 "
26,2007,"1,24,016","76,479",849,26281," 4,080 ",124.50," 1,31,849 "
27,2007,"7,07,419","6,03,955",1214,37575," 18,878 ",126.30," 48,85,754 "
1,2008,"17,15,495","13,09,079",22853,284168," 2,39,397 ",108.56," 26,08,998 "
2,2008,"4,33,493","2,63,137",21505,52060," 2,603 ",143.62," 3,18,908 "
3,2008,"7,61,810","1,53,702",12811,433196," 10,856 ",122.90," 5,84,643 "
4,2008,"4,27,269","1,24,690",18259,195774," 14,428 ",121.48," 5,77,334 "
5,2008,"44,551","16,565",539,21962," 4,417 ",102.05," 54,418 "
6,2008,"97,790","29,641",4703,46856," 1,593 ",131.34," 3,24,453 "
7,2008,"6,97,224","92,800",16401,827234, 132 ,137.18," 1,69,471 "
8,2008,"5,39,272","1,62,743",26346,218076," 2,022 ",137.27," 4,11,356 "
9,2008,"1,10,977","33,500",3786,83389, 989 ,125.96," 1,39,075 "
10,2008,"1,78,378","72,204",31535,49425," 4,698 ",121.65," 3,16,842 "
11,2008,"7,77,181","1,88,414",107993,319776," 4,168 ",125.62," 6,71,637 "
12,2008,"2,96,895","1,01,921",4068,144407," 1,637 ",156.24," 2,11,382 "
13,2008,"2,07,923","62,040",5987,97432," 1,770 ",118.73," 2,03,055 "
14,2008,"3,17,010","77,960",14626,138363," 1,352 ",138.39," 2,33,581 "
15,2008,"1,13,469","23,882",1370,55962," 5,411 ",118.79," 1,66,593 "
16,2008,"4,00,877","1,51,539",69400,76318," 1,459 ",125.16," 16,51,650 "
17,2008,"17,27,388","6,06,439",32661,727721," 36,538 ",111.53," 7,93,256 "
18,2008,"7,79,841","6,28,896",15486,24408," 45,575 ",121.00," 3,94,477 "
19,2008,"2,73,207","72,631",4469,142126," 7,087 ",116.83," 1,04,837 "
20,2008,"7,42,131","3,19,731",150094,100086," 18,069 ",120.14," 12,04,254 "
21,2008,"2,74,574","98,372",27473,133897," 1,850 ",121.70," 2,89,169 "
22,2008,"5,25,232","4,05,932",9529,21334," 3,801 ",113.48," 4,71,486 "
23,2008,"6,10,355","3,88,189",12647,35411," 5,830 ",113.49," 14,99,488 "
24,2008,"5,47,368","4,03,444",1836,17723," 8,542 ",120.08," 20,29,532 "
25,2008,"1,98,099","1,69,156",648,7226," 12,931 ",115.35," 2,48,950 "
26,2008,"1,34,602","83,505",842,30319," 4,219 ",125.42," 1,47,295 "
27,2008,"7,52,627","6,29,404",1630,48180," 19,449 ",127.25," 52,79,585 "
1,2009,"17,12,462","12,97,556",28527,276366," 2,34,676 ",108.99," 27,56,147 "
2,2009,"4,30,898","2,78,970",20665,52575," 2,596 ",148.21," 3,50,684 "
3,2009,"8,27,361","1,60,623",13664,454575," 11,018 ",123.97," 6,20,148 "
4,2009,"4,85,135","1,41,973",22231,241663," 14,202 ",122.09," 6,26,350 "
5,2009,"47,898","17,816",618,24452," 4,228 ",102.34," 58,413 "
6,2009,"1,03,742","31,090",5703,51628," 1,579 ",131.72," 3,33,438 "
7,2009,"9,15,373","1,00,879",18704,1130763, 138 ,137.36," 2,01,730 "
8,2009,"5,06,174","1,72,691",23521,209960," 2,021 ",139.98," 4,25,595 "
9,2009,"1,53,844","44,639",5179,106267," 1,043 ",126.54," 1,51,248 "
10,2009,"1,76,730","75,005",34268,53553," 4,775 ",122.47," 3,35,763 "
11,2009,"8,19,976","2,12,986",111241,350544," 4,288 ",126.29," 7,62,579 "
12,2009,"2,64,214","96,829",3896,139249," 1,715 ",156.89," 2,27,200 "
13,2009,"2,39,070","71,693",7299,120373," 1,982 ",120.69," 2,14,213 "
14,2009,"3,94,613","1,07,306",19063,174299," 1,423 ",140.75," 2,53,147 "
15,2009,"1,96,263","32,055",2982,110055," 5,626 ",119.02," 1,78,360 "
16,2009,"4,35,879","1,60,528",92621,97132," 1,506 ",126.05," 17,90,347 "
17,2009,"17,97,786","6,47,639",37348,770172," 40,147 ",111.73," 8,73,035 "
18,2009,"8,27,859","6,50,620",20157,29894," 46,182 ",121.68," 4,49,783 "
19,2009,"2,49,380","72,425",4168,122743," 7,378 ",118.16," 1,19,005 "
20,2009,"7,96,722","3,47,174",170214,102343," 18,515 ",120.94," 13,01,128 "
21,2009,"3,31,112","1,18,627",30451,147804," 1,820 ",123.84," 3,33,861 "
22,2009,"5,71,282","4,35,089",11082,24420," 4,012 ",114.23," 4,82,934 "
23,2009,"6,33,601","4,08,947",14813,36202," 6,382 ",114.12," 17,17,380 "
24,2009,"6,18,198","4,71,451",2096,19299," 8,460 ",121.27," 21,86,024 "
25,2009,"2,32,875","1,94,142",932,9814," 13,342 ",115.87," 2,74,404 "
26,2009,"1,57,774","98,464",978,37968," 4,365 ",126.34," 1,62,289 "
27,2009,"8,30,661","6,80,151",2100,61579," 20,070 ",128.22," 56,46,163 "
1,2010,"18,45,124","14,11,634",31308,278800," 2,30,132 ",109.42," 28,88,546 "
2,2010,"4,84,171","3,16,533",23083,65415," 2,590 ",152.95," 3,91,489 "
3,2010,"7,79,134","1,43,233",15241,514221," 11,185 ",125.06," 6,67,367 "
4,2010,"5,54,909","1,51,416",28161,297943," 13,987 ",122.71," 7,02,697 "
5,2010,"56,733","19,479",694,26437," 4,048 ",102.62," 64,369 "
6,2010,"1,27,772","40,430",7170,61091," 1,566 ",132.10," 3,42,446 "
7,2010,"10,16,438","1,09,714",17459,1197838, 146 ,137.55," 2,10,222 "
8,2010,"5,89,253","1,81,646",26770,276349," 2,028 ",142.74," 4,47,642 "
9,2010,"1,82,032","56,397",6017,111761," 1,101 ",127.11," 1,65,990 "
10,2010,"2,28,676","84,073",41134,68634," 4,858 ",123.29," 3,54,290 "
11,2010,"9,77,258","2,37,422",137842,433183," 4,415 ",126.96," 8,72,429 "
12,2010,"3,32,394","1,06,527",5216,184674," 1,798 ",157.53," 2,53,519 "
13,2010,"2,91,794","80,210",8769,147420," 2,225 ",122.68," 2,27,253 "
14,2010,"4,77,383","1,19,113",24835,218365," 1,500 ",143.15," 2,70,817 "
15,2010,"1,65,721","34,651",2578,88835," 5,851 ",119.26," 1,94,924 "
16,2010,"4,79,554","1,71,947",99500,106552," 1,554 ",126.95," 19,75,592 "
17,2010,"19,21,868","6,87,072",40713,812589," 44,187 ",111.93," 9,70,999 "
18,2010,"9,80,614","7,50,536",25189,38654," 46,804 ",122.37," 5,38,721 "
19,2010,"2,68,049","84,433",4166,124177," 7,683 ",119.51," 1,40,458 "
20,2010,"8,49,381","3,74,304",169897,106826," 18,973 ",121.74," 13,95,194 "
21,2010,"3,33,122","1,19,347",25723,137544," 1,793 ",126.02," 3,67,047 "
22,2010,"6,18,795","4,64,305",13671,30606," 4,235 ",114.99," 5,24,569 "
23,2010,"6,49,107","4,25,074",17370,36716," 6,988 ",114.75," 18,87,930 "
24,2010,"6,21,639","4,70,839",2185,20861," 8,379 ",122.47," 23,53,608 "
25,2010,"2,88,021","2,34,291",1203,13204," 13,765 ",116.40," 3,05,120 "
26,2010,"1,74,670","1,09,654",949,44294," 4,518 ",127.27," 1,78,993 "
27,2010,"8,94,902","7,17,118",2699,78447," 20,748 ",129.19," 59,52,940 "
1,2011,"19,45,111","15,01,947",33583,280739," 2,25,755 ",109.85," 30,60,530 "
2,2011,"4,38,179","2,61,035",26700,85069," 2,586 ",157.84," 4,30,146 "
3,2011,"9,06,984","1,67,610",14847,534238," 11,358 ",126.15," 7,08,460 "
4,2011,"5,95,735","1,53,344",27208,299898," 13,783 ",123.33," 7,38,363 "
5,2011,"60,583","21,722",671,28679," 3,878 ",102.91," 66,601 "
6,2011,"1,37,113","38,534",8398,68737," 1,554 ",132.48," 3,45,460 "
7,2011,"12,32,829","78,540",19941,1103038, 154 ,137.73," 2,31,193 "
8,2011,"6,61,779","2,03,579",30705,352330," 2,041 ",145.55," 4,73,497 "
9,2011,"1,98,384","45,309",6552,111829," 1,163 ",127.69," 1,78,686 "
10,2011,"2,60,738","95,723",43102,81260," 4,948 ",124.12," 3,72,663 "
11,2011,"10,75,546","2,29,352",146331,511804," 4,551 ",127.64," 9,46,357 "
12,2011,"3,72,244","1,25,551",5251,193571," 1,887 ",158.18," 2,68,820 "
13,2011,"3,03,106","82,246",9245,150312," 2,505 ",124.71," 2,36,769 "
14,2011,"5,60,582","1,33,194",34986,282579," 1,581 ",145.59," 2,96,099 "
15,2011,"1,77,824","35,282",3151,98677," 6,086 ",119.50," 2,00,378 "
16,2011,"5,35,136","1,86,668",95454,120211," 1,606 ",127.85," 21,74,768 "
17,2011,"21,40,973","7,77,335",46094,864205," 48,719 ",112.13," 10,92,802 "
18,2011,"10,65,574","7,93,681",30114,46572," 47,442 ",123.07," 6,58,672 "
19,2011,"2,64,753","89,901",4011,125972," 8,004 ",120.87," 1,66,748 "
20,2011,"9,05,748","4,03,605",170922,112339," 19,443 ",122.55," 15,24,604 "
21,2011,"3,51,494","1,25,930",27117,151686," 1,767 ",128.24," 4,03,097 "
22,2011,"6,49,765","4,80,226",15442,34494," 4,471 ",115.75," 5,35,713 "
23,2011,"6,75,971","4,49,039",20609,36411," 7,655 ",115.38," 21,81,509 "
24,2011,"6,66,419","4,91,155",2487,24728," 8,298 ",123.69," 25,11,181 "
25,2011,"3,37,736","2,67,900",1408,16047," 14,203 ",116.93," 3,39,201 "
26,2011,"1,73,426","1,09,515",847,47362," 4,679 ",128.20," 1,98,783 "
27,2011,"9,68,309","7,59,026",3354,94380," 21,485 ",130.17," 63,23,215 "
1,2012,"19,77,170","15,24,288",38216,271646," 2,20,885 ",110.23," 32,00,741 "
2,2012,"4,55,007","2,62,609",27278,95058," 2,494 ",159.62," 4,73,688 "
3,2012,"8,43,523","1,54,617",12963,496274," 11,133 ",127.10," 7,43,646 "
4,2012,"6,38,933","1,77,526",27914,324912," 13,707 ",123.82," 7,78,182 "
5,2012,"61,200","21,266",674,30196," 3,677 ",103.42," 68,017 "
6,2012,"1,30,718","34,355",8787,67213," 1,580 ",132.74," 3,49,036 "
7,2012,"13,10,488","1,36,149",18099,1119533, 162 ,135.79," 2,36,449 "
8,2012,"6,71,924","1,90,423",29710,379220," 2,062 ",148.55," 5,10,155 "
9,2012,"2,06,786","42,445",7349,119850," 1,174 ",128.79," 1,84,746 "
10,2012,"2,81,734","96,877",48166,89774," 4,844 ",125.52," 3,89,769 "
11,2012,"11,21,893","2,38,153",153323,536183," 4,611 ",128.69," 10,13,577 "
12,2012,"3,72,479","1,21,845",5322,193590," 2,014 ",157.09," 2,83,360 "
13,2012,"3,11,876","85,287",9395,151642," 2,674 ",124.43," 2,41,989 "
14,2012,"5,92,035","1,44,251",38053,291925," 1,625 ",145.01," 3,51,243 "
15,2012,"2,36,133","43,680",4332,128372," 5,994 ",119.84," 2,05,060 "
16,2012,"5,56,657","1,91,635",103471,130167," 1,675 ",128.32," 23,62,083 "
17,2012,"21,58,372","7,80,050",48327,850252," 50,383 ",112.64," 12,52,470 "
18,2012,"11,89,779","8,88,665",33121,52127," 48,104 ",123.52," 9,34,707 "
19,2012,"2,74,164","92,955",4128,128286," 8,223 ",121.26," 1,89,322 "
20,2012,"9,55,990","4,35,018",173272,114631," 20,037 ",122.97," 16,40,223 "
21,2012,"3,72,139","1,34,505",28785,163206," 1,771 ",128.41," 4,47,293 "
22,2012,"7,35,153","5,29,792",18030,39255," 4,631 ",116.05," 5,47,761 "
23,2012,"7,56,138","5,05,991",25491,36767," 8,387 ",115.44," 24,44,923 "
24,2012,"6,62,993","5,01,383",2345,22955," 8,227 ",124.10," 26,65,332 "
25,2012,"3,58,749","2,82,602",1558,17622," 14,726 ",117.10," 3,83,733 "
26,2012,"1,87,633","1,18,344",857,54764," 4,878 ",128.58," 2,21,189 "
27,2012,"10,24,109","8,11,565",3594,98063," 21,846 ",130.95," 66,20,338 "
1,2013,"20,74,376","16,09,198",41874,267401," 2,15,993 ",110.59," 33,65,663 "
2,2013,"4,98,039","2,63,107",29798,116200," 2,380 ",160.33," 5,73,449 "
3,2013,"9,46,694","1,53,643",13137,567403," 10,794 ",128.01," 7,79,760 "
4,2013,"8,22,271","2,16,567",36228,433503," 13,680 ",124.28," 8,10,455 "
5,2013,"55,914","18,332",590,30917," 3,501 ",104.01," 68,703 "
6,2013,"1,31,964","33,895",9505,69504," 1,620 ",132.96," 3,49,157 "
7,2013,"13,14,702","1,42,850",18669,1104656, 171 ,133.19," 2,77,572 "
8,2013,"7,08,686","1,96,594",27811,411786," 2,087 ",151.67," 5,36,906 "
9,2013,"2,17,573","55,144",7610,118005," 1,168 ",130.07," 1,91,357 "
10,2013,"2,68,103","89,943",43767,85523," 4,688 ",127.13," 3,99,783 "
11,2013,"12,14,341","2,76,946",154282,569576," 4,661 ",129.89," 10,81,717 "
12,2013,"3,45,661","1,05,408",4965,184970," 2,162 ",155.43," 2,93,889 "
13,2013,"3,68,292","93,778",11027,183332," 2,801 ",123.39," 2,46,561 "
14,2013,"5,64,543","1,32,100",37747,282190," 1,658 ",143.44," 3,76,683 "
15,2013,"2,68,720","45,510",5140,149575," 5,804 ",120.21," 2,07,728 "
16,2013,"5,92,198","1,99,601",109606,135113," 1,755 ",128.63," 25,36,939 "
17,2013,"22,10,947","8,00,771",49515,871338," 51,043 ",113.24," 13,29,208 "
18,2013,"12,64,820","9,41,941",35035,57077," 48,781 ",123.89," 10,90,056 "
19,2013,"2,75,991","92,565",4064,130366," 8,411 ",121.31," 1,96,121 "
20,2013,"10,11,950","4,61,525",182816,118577," 20,689 ",123.26," 16,73,514 "
21,2013,"3,95,206","1,56,031",29483,170058," 1,785 ",127.90," 6,23,219 "
22,2013,"7,68,634","5,77,914",16235,35248," 4,768 ",116.19," 5,64,009 "
23,2013,"9,43,221","5,96,665",37955,45103," 9,193 ",115.30," 27,38,632 "
24,2013,"6,79,939","5,10,046",2463,24497," 8,167 ",124.24," 28,39,386 "
25,2013,"3,78,617","2,99,769",1614,18559," 15,296 ",117.15," 4,38,037 "
26,2013,"2,02,128","1,23,232",892,66520," 5,098 ",128.77," 2,49,123 "
27,2013,"10,93,614","8,70,577",3842,103092," 22,079 ",131.66," 69,26,715 "
1,2014,"20,86,971"," 16,05,715 ",49197,263937," 2,11,294 ",110.95," 35,12,880 "
2,2014,"5,24,294"," 2,88,685 ",26987,109940," 2,274 ",161.05," 5,89,514 "
3,2014,"10,38,326"," 1,57,714 ",13248,624674," 10,474 ",128.91," 8,31,314 "
4,2014,"8,08,408"," 2,16,569 ",34995,434952," 13,663 ",124.73," 8,16,134 "
5,2014,"68,642"," 24,577 ",670,41602," 3,360 ",104.61," 69,346 "
6,2014,"1,54,164"," 39,101 ",12535,84286," 1,664 ",133.18," 3,50,742 "
7,2014,"13,25,745"," 2,08,482 ",14875,1114702, 180 ,130.64," 3,41,636 "
8,2014,"7,71,691"," 2,04,888 ",30002,467763," 2,115 ",154.84," 5,70,626 "
9,2014,"2,47,307"," 57,793 ",9471,139162," 1,164 ",131.37," 1,98,854 "
10,2014,"3,17,342"," 1,01,371 ",55873,108850," 4,545 ",128.76," 4,19,017 "
11,2014,"12,40,780"," 2,60,754 ",159412,595319," 4,727 ",131.09," 11,31,149 "
12,2014,"3,80,402"," 1,16,268 ",5477,200791," 2,325 ",153.79," 3,11,760 "
13,2014,"3,54,161"," 84,208 ",11491,184364," 2,936 ",122.36," 2,50,534 "
14,2014,"6,67,002"," 1,63,424 ",46639,327878," 1,693 ",141.88," 4,04,707 "
15,2014,"2,95,941"," 48,786 ",6736,174000," 5,626 ",120.57," 2,12,005 "
16,2014,"6,38,629"," 2,14,047 ",132679,149935," 1,840 ",128.95," 26,99,618 "
17,2014,"23,38,816"," 8,35,229 ",57438,908349," 51,775 ",113.85," 13,93,513 "
18,2014,"14,13,333"," 10,37,640 ",44403,64776," 49,470 ",124.26," 13,10,511 "
19,2014,"2,92,305"," 98,201 ",4360,135681," 8,607 ",121.37," 2,20,494 "
20,2014,"10,89,747"," 4,95,800 ",217414,118433," 21,364 ",123.55," 17,36,365 "
21,2014,"4,46,164"," 1,76,047 ",35844,196858," 1,800 ",127.39," 6,47,564 "
22,2014,"8,37,706"," 6,27,255 ",18639,38426," 4,909 ",116.33," 5,78,140 "
23,2014,"11,46,345"," 7,07,891 ",50172,49030," 10,085 ",115.16," 30,95,650 "
24,2014,"7,41,684"," 5,43,853 ",3019,28150," 8,117 ",124.38," 30,34,132 "
25,2014,"4,03,852"," 3,21,025 ",1944,20135," 15,892 ",117.21," 4,96,160 "
26,2014,"2,28,874"," 1,40,306 ",1036,77779," 5,332 ",128.95," 2,79,622 "
27,2014,"11,81,028"," 9,36,501 ",4333,111997," 22,324 ",132.37," 72,74,831 "
1,2015,"21,12,125"," 16,16,146 ",63592,251138," 2,06,780 ",111.31," 36,20,016 "
2,2015,"5,54,218"," 3,17,974 ",24041,95958," 2,175 ",161.77," 5,89,594 "
3,2015,"10,67,591"," 1,83,245 ",12421,593860," 10,172 ",129.83," 8,79,407 "
4,2015,"9,00,782"," 2,59,086 ",39736,472027," 13,656 ",125.19," 8,53,373 "
5,2015,"72,629"," 27,087 ",714,43507," 3,250 ",105.21," 70,045 "
6,2015,"1,51,472"," 44,008 ",13786,79355," 1,711 ",133.39," 3,49,219 "
7,2015,"11,33,468"," 2,42,806 ",10093,970484, 190 ,128.14," 4,18,388 "
8,2015,"8,54,535"," 2,21,215 ",32137,489526," 2,146 ",158.09," 6,24,077 "
9,2015,"2,74,182"," 74,163 ",10987,147225," 1,162 ",132.68," 2,11,342 "
10,2015,"3,23,482"," 1,09,785 ",64411,112425," 4,414 ",130.42," 4,33,319 "
11,2015,"13,06,821"," 2,24,820 ",169071,662277," 4,805 ",132.30," 11,74,683 "
12,2015,"3,97,256"," 1,24,935 ",6078,215259," 2,505 ",152.17," 3,28,275 "
13,2015,"3,93,592"," 97,840 ",13090,199376," 3,077 ",121.33," 2,56,529 "
14,2015,"7,58,752"," 2,12,884 ",55183,368242," 1,732 ",140.34," 4,31,862 "
15,2015,"3,43,203"," 81,975 ",9006,188982," 5,459 ",120.94," 2,13,282 "
16,2015,"6,75,655"," 2,24,158 ",136764,127211," 1,931 ",129.27," 29,16,488 "
17,2015,"23,76,858"," 8,65,335 ",68673,887885," 52,576 ",114.47," 14,80,202 "
18,2015,"15,42,691"," 11,50,121 ",57728,64733," 50,171 ",124.63," 15,46,073 "
19,2015,"3,28,499"," 1,11,305 ",5265,145609," 8,811 ",121.43," 2,62,328 "
20,2015,"11,74,661"," 5,30,156 ",324356,118173," 22,060 ",123.84," 18,26,587 "
21,2015,"4,60,287"," 2,01,243 ",40562,194727," 1,816 ",126.89," 7,50,015 "
22,2015,"8,99,035"," 6,72,788 ",22956,42725," 5,055 ",116.47," 6,01,560 "
23,2015,"13,77,058"," 8,54,815 ",61037,48450," 11,072 ",115.02," 33,92,634 "
24,2015,"7,92,051"," 5,65,106 ",3980,31212," 8,077 ",124.52," 32,64,492 "
25,2015,"4,42,428"," 3,48,192 ",2972,23999," 16,514 ",117.26," 5,72,814 "
26,2015,"2,49,751"," 1,52,154 ",1392,90789," 5,579 ",129.14," 3,20,117 "
27,2015,"12,38,982"," 9,78,529 ",4817,118672," 22,579 ",133.08," 75,25,561 "
1,2016,"22,49,974"," 17,26,004 ",70366,259405," 2,02,441 ",111.67," 37,47,004 "
2,2016,"6,26,556"," 3,49,248 ",27587,110595," 2,082 ",162.50," 6,01,993 "
3,2016,"11,75,869"," 2,03,072 ",15008,672126," 9,888 ",130.75," 9,20,612 "
4,2016,"9,08,818"," 2,61,234 ",42489,469820," 13,657 ",125.65," 8,85,227 "
5,2016,"80,558"," 29,864 ",792,48391," 3,166 ",105.81," 70,494 "
6,2016,"1,59,591"," 46,366 ",14749,84185," 1,760 ",133.61," 3,44,039 "
7,2016,"11,25,913"," 2,22,350 ",20302,1006000, 202 ,125.68," 4,94,522 "
8,2016,"8,69,702"," 2,45,623 ",31547,484095," 2,181 ",161.40," 6,96,596 "
9,2016,"3,04,783"," 85,275 ",12093,159193," 1,162 ",134.00," 2,27,343 "
10,2016,"3,71,836"," 1,33,840 ",74467,123992," 4,295 ",132.09," 4,43,954 "
11,2016,"13,32,084"," 2,84,418 ",169194,638292," 4,893 ",133.53," 11,67,433 "
12,2016,"4,62,359"," 1,51,052 ",7323,245338," 2,703 ",150.56," 3,50,446 "
13,2016,"4,65,440"," 1,02,905 ",15864,240309," 3,227 ",120.32," 2,67,302 "
14,2016,"8,18,873"," 2,28,291 ",60393,400745," 1,773 ",138.81," 4,75,714 "
15,2016,"3,12,452"," 60,474 ",8767,178489," 5,303 ",121.31," 2,14,250 "
16,2016,"7,26,622"," 2,46,496 ",154615,137356," 2,028 ",129.59," 30,86,454 "
17,2016,"25,00,211"," 9,16,445 ",74409,955409," 53,444 ",115.08," 16,38,282 "
18,2016,"16,97,643"," 12,68,230 ",64840,70951," 50,886 ",125.00," 18,30,235 "
19,2016,"3,54,702"," 1,21,092 ",5819,149857," 9,024 ",121.48," 2,95,244 "
20,2016,"12,38,548"," 5,53,160 ",359596,128561," 22,780 ",124.14," 19,62,908 "
21,2016,"4,72,015"," 2,03,896 ",43776,209182," 1,834 ",126.38," 8,25,258 "
22,2016,"9,65,732"," 6,95,983 ",27753,50413," 5,206 ",116.61," 6,17,244 "
23,2016,"16,26,470"," 10,02,180 ",75188,58510," 12,164 ",114.88," 37,35,567 "
24,2016,"8,48,357"," 6,14,238 ",4304,31773," 8,046 ",124.65," 35,23,575 "
25,2016,"4,86,121"," 3,83,042 ",3443,26917," 17,164 ",117.31," 6,61,218 "
26,2016,"2,77,169"," 1,66,070 ",1669,106782," 5,842 ",129.33," 3,66,423 "
27,2016,"13,00,381"," 10,27,436 ",5273,126189," 22,846 ",133.80," 77,90,240 "
1,2017,"23,62,358"," 18,40,023 ",67492,265633," 1,98,270 ",112.04," 38,79,153 "
2,2017,"5,38,694"," 3,29,612 ",22856,93988," 1,994 ",163.23," 6,27,827 "
3,2017,"12,38,063"," 2,14,468 ",15637,714341," 9,620 ",131.68," 9,75,273 "
4,2017,"9,62,422"," 2,81,017 ",44379,498773," 13,668 ",126.11," 9,25,825 "
5,2017,"78,404"," 29,229 ",735,47332," 3,104 ",106.41," 71,782 "
6,2017,"1,70,519"," 52,630 ",15190,88278," 1,814 ",133.83," 3,46,316 "
7,2017,"11,35,935"," 2,23,911 ",20231,1075677, 214 ,123.27," 5,43,035 "
8,2017,"9,25,793"," 2,54,381 ",32151,509755," 2,218 ",164.78," 7,45,479 "
9,2017,"3,19,580"," 84,874 ",12651,166614," 1,164 ",135.34," 2,46,808 "
10,2017,"3,91,868"," 1,32,758 ",74490,123258," 4,187 ",133.79," 4,61,652 "
11,2017,"14,93,598"," 3,18,942 ",196628,719052," 4,989 ",134.77," 11,52,841 "
